"date","infections_mean","infections_sd","inf_lo01","inf_hi99","inf_lo05","inf_hi95","inf_lo10","inf_hi90","R_mean","R_sd","R_lo01","R_hi99","R_lo05","R_hi95","R_lo10","R_hi90","crossing_prob","end_first_ix","end_first_date","start_second_ix","start_second_date","country","confirm","first_low_ix","second_max_ix","first_low_date","second_max_date"
2020-06-06,96.0946683651042,7.74776072652977,79.3045749184939,115.776961997664,83.9554756740742,109.113315943326,86.5294673977769,106.206500696165,0.919521101769981,0.0400229774133231,0.819787226035433,1.01316080124774,0.853975000742163,0.984408005550293,0.870075895212457,0.969892513522753,0.0224166666666667,103,2020-05-16,149,2020-07-01,"Belgium",154,103,161,2020-05-16,2020-07-13
2020-06-07,94.3754187607957,7.616646537506,77.7898607824474,113.719868701631,82.3917167435976,107.34500183734,84.9295211401925,104.297171404527,0.923704915092352,0.0399757015410911,0.825287188642922,1.01811013707746,0.857720180789641,0.989573913255013,0.874450171913714,0.973776806126159,0.0279166666666667,103,2020-05-16,149,2020-07-01,"Belgium",69,103,161,2020-05-16,2020-07-13
2020-06-08,92.8206561356015,7.49211593385601,76.4708631293107,112.010519193312,81.0537707375571,105.567197273867,83.4839599975696,102.484244344946,0.928170434622827,0.0398937227901335,0.831978347377223,1.02365433135307,0.863080942340087,0.993999937026954,0.878157503856668,0.978511282611762,0.03575,103,2020-05-16,149,2020-07-01,"Belgium",53,103,161,2020-05-16,2020-07-13
2020-06-09,91.4200334427574,7.37281177311327,75.3733948222321,110.160424789924,79.7596375038547,103.930329108894,82.2114590216304,100.846345048079,0.932825881387947,0.0398489718116391,0.837693892470018,1.03028444937472,0.868145276170341,0.998596175239335,0.883626726714162,0.983468362776134,0.0470833333333333,103,2020-05-16,149,2020-07-01,"Belgium",152,103,161,2020-05-16,2020-07-13
2020-06-10,90.1591672011399,7.2596444998254,74.5405961638641,108.506299011369,78.7471307124232,102.374730727395,81.0657780339108,99.5287902379883,0.937543536607318,0.0399202495915017,0.843522796207404,1.0363351570135,0.873370669117696,1.00453000489352,0.888377749594904,0.988293620490941,0.0610833333333333,103,2020-05-16,149,2020-07-01,"Belgium",145,103,161,2020-05-16,2020-07-13
2020-06-11,89.0214448669288,7.15502467113405,73.708307901705,107.318585798324,77.8767995953847,101.185118959038,80.1008844680173,98.2163524969595,0.942184401013317,0.0401480821590505,0.849644161252813,1.04354855401106,0.877848022999583,1.01031189582491,0.893037230220754,0.993202682042988,0.07625,103,2020-05-16,149,2020-07-01,"Belgium",119,103,161,2020-05-16,2020-07-13
2020-06-12,87.9901663651248,7.06121651097522,72.9065314336557,106.079906394907,77.0621996962184,100.074835044281,79.1875633074197,97.0044477996762,0.946625122297136,0.0405078956903412,0.855206443964998,1.05048085234834,0.882987610962862,1.01557421256051,0.896898387602327,0.997148732338206,0.0910833333333333,103,2020-05-16,149,2020-07-01,"Belgium",95,103,161,2020-05-16,2020-07-13
2020-06-13,87.0507766431809,6.97945733512698,72.2351762336827,104.736880779877,76.232182864156,99.1448532319597,78.3156650305138,96.0323319904816,0.950783073581982,0.0409231927194533,0.858278898797389,1.0568408845299,0.887482164314863,1.02059990431341,0.901093247553433,1.00237733790606,0.110083333333333,103,2020-05-16,149,2020-07-01,"Belgium",89,103,161,2020-05-16,2020-07-13
2020-06-14,86.1929091590949,6.91022269011514,71.5429959999315,103.732699866825,75.4200958900184,98.1408015605102,77.5727438032119,95.1476996011829,0.954634954329455,0.0413076283477083,0.86126397648816,1.06391147709853,0.891465820720994,1.02495964184366,0.904626911621832,1.00748453661883,0.12875,103,2020-05-16,149,2020-07-01,"Belgium",49,103,161,2020-05-16,2020-07-13
2020-06-15,85.4119277630289,6.85369861020396,71.0630547599942,103.059833296225,74.7486671888584,97.1826642983683,76.9111377012135,94.3794348241338,0.958225164036561,0.0416037827845928,0.864814951284849,1.06976150781045,0.894036679772396,1.02874156234847,0.908489639724733,1.01129779807711,0.149833333333333,103,2020-05-16,149,2020-07-01,"Belgium",22,103,161,2020-05-16,2020-07-13
2020-06-16,84.7097519950015,6.80941940998943,70.6382661369375,102.296291089739,74.187377025985,96.4619087886276,76.307422595115,93.6267275537282,0.961663067730556,0.0417879523065207,0.869500556758522,1.07346342313351,0.89745344341584,1.03344264864933,0.911525911158523,1.01525602619626,0.168083333333333,103,2020-05-16,149,2020-07-01,"Belgium",147,103,161,2020-05-16,2020-07-13
2020-06-17,84.0949958056108,6.7750453703155,70.0889726449575,101.868548303176,73.7024937112473,95.8038585404767,75.7293707482112,92.8281622648903,0.965112203242598,0.0418516065530534,0.87154615598037,1.07422348027564,0.899539063876574,1.03648367234476,0.914724988438091,1.01911627837977,0.189416666666667,103,2020-05-16,149,2020-07-01,"Belgium",99,103,161,2020-05-16,2020-07-13
2020-06-18,83.5827266810548,6.74608066447949,69.5121835770853,101.427933373503,73.3452321391389,95.1587018849123,75.2531080343691,92.3388983901398,0.968776693236186,0.0418020335364586,0.87319376244912,1.07679460383734,0.902973460338629,1.03988128924629,0.918040853049058,1.02225806763845,0.217416666666667,103,2020-05-16,149,2020-07-01,"Belgium",123,103,161,2020-05-16,2020-07-13
2020-06-19,83.1942377728983,6.71824301741999,69.3752117504505,100.885733776409,72.8846625280391,94.734341099268,74.9476933920853,91.8403854776514,0.972888824205244,0.0416868489142811,0.876164901613699,1.07765880511881,0.906723951706995,1.04337513903854,0.922073364526218,1.02643608913288,0.243,103,2020-05-16,149,2020-07-01,"Belgium",108,103,161,2020-05-16,2020-07-13
2020-06-20,82.957036266286,6.69125277528672,69.306908865223,100.582452003214,72.7771512820903,94.4650399041868,74.7748980017179,91.5597071416553,0.977698904740441,0.0416052667241999,0.88027256035214,1.08265118446299,0.911294689041545,1.04711607531909,0.926577095373826,1.03044992317154,0.280333333333333,103,2020-05-16,149,2020-07-01,"Belgium",121,103,161,2020-05-16,2020-07-13
2020-06-21,82.9050041824398,6.67114008158708,69.3383180111322,100.466823027376,72.7246232154576,94.3071100838302,74.65944213569,91.5268781383623,0.983466820894931,0.0416818573221403,0.884739728322311,1.08815263085278,0.916224568297154,1.05230714762487,0.932615882526834,1.03553410006418,0.331833333333333,103,2020-05-16,149,2020-07-01,"Belgium",50,103,161,2020-05-16,2020-07-13
2020-06-22,83.0785946699323,6.66936499737009,69.1497644083507,100.851444157854,72.9007185719392,94.51377342857,74.8168296114908,91.6498842899382,0.990454417849613,0.0420071118184743,0.890216510770678,1.0956953765566,0.921898438166365,1.05909576654195,0.93924388258692,1.04257445199649,0.401916666666667,103,2020-05-16,149,2020-07-01,"Belgium",20,103,161,2020-05-16,2020-07-13
2020-06-23,83.5249806038114,6.69893052158779,69.2954282986289,101.29758212986,73.2436070131208,95.0169070196675,75.2679157063129,92.191402962854,0.998918120923935,0.0425763788150506,0.895306412166139,1.10336035370057,0.928986189688898,1.06794768799528,0.946312793026417,1.05178882038081,0.485666666666667,103,2020-05-16,149,2020-07-01,"Belgium",143,103,161,2020-05-16,2020-07-13
2020-06-24,84.2981911576173,6.76951931306641,69.9813692519812,101.986760546623,73.7445819389585,95.9147043751909,75.9562111993833,93.0059125460158,1.00910130394741,0.0432788372066543,0.899298189729319,1.11229813823509,0.937796169394873,1.07873592506136,0.954406369894331,1.06261317779671,0.593916666666667,103,2020-05-16,149,2020-07-01,"Belgium",110,103,161,2020-05-16,2020-07-13
2020-06-25,85.4593638723774,6.88477634391911,70.8196963845447,103.06935612403,74.6914219769246,97.2400613693627,77.005434174189,94.3059256829616,1.02122520564647,0.0439546808343118,0.910570176924008,1.12322194959391,0.947914671206122,1.09252894437321,0.966208019140501,1.07532914869377,0.700416666666667,103,2020-05-16,149,2020-07-01,"Belgium",100,103,161,2020-05-16,2020-07-13
2020-06-26,87.077207344616,7.0433686349741,71.789456653982,105.171642185318,76.0060028584804,99.0515579569486,78.3764033138553,96.033281575308,1.03547634460363,0.0444767088146813,0.922259428728414,1.14149893813252,0.961915685273993,1.10725245287282,0.979946934554882,1.09059856246872,0.799333333333333,103,2020-05-16,149,2020-07-01,"Belgium",76,103,161,2020-05-16,2020-07-13
2020-06-27,89.2286364708625,7.24256653113097,73.2978554040722,107.822748786183,77.8179116977111,101.482767268425,80.2780183372646,98.5608543898604,1.05198886948122,0.044804296815245,0.94154058985485,1.1588337655538,0.978055548632092,1.12412343168956,0.996117522395296,1.10767784702571,0.883666666666667,103,2020-05-16,149,2020-07-01,"Belgium",113,103,161,2020-05-16,2020-07-13
2020-06-28,91.9994379369189,7.48179959189733,75.4207456651572,111.027787505538,80.2172442467932,104.701410780581,82.7039518819284,101.618553191714,1.07082228734952,0.0449912190914404,0.960761844317683,1.17755229697983,0.994713642353951,1.14248459413841,1.01384958059551,1.12608082210071,0.940333333333333,103,2020-05-16,149,2020-07-01,"Belgium",41,103,161,2020-05-16,2020-07-13
2020-06-29,95.4848147770223,7.76422877836064,78.3532304152868,114.935532246441,83.1499182685875,108.801340769488,85.8139649000015,105.553816649735,1.09193753148765,0.0451522990950789,0.983275709780948,1.19883603580784,1.0144608505866,1.16371352284068,1.03450508486918,1.14739636814494,0.9755,103,2020-05-16,149,2020-07-01,"Belgium",24,103,161,2020-05-16,2020-07-13
2020-06-30,99.789733551124,8.09615914211984,81.7950858034573,119.984148928912,86.9149906468724,113.61361746106,89.678876544737,110.330167220824,1.11517639531769,0.0454101118685898,1.00607907934124,1.22286871760119,1.03774973932049,1.18793654107421,1.05719988075959,1.17150457509483,0.992833333333333,103,2020-05-16,149,2020-07-01,"Belgium",127,103,161,2020-05-16,2020-07-13
2020-07-01,105.029097435835,8.48617807609471,86.0391588801288,125.887265010011,91.4939807466208,119.638371569597,94.5072949385248,116.065152151781,1.14024979608729,0.045852922286123,1.02932501673338,1.24957267074765,1.06375804532679,1.2153334087402,1.08201947028884,1.19757717681247,0.998083333333333,103,2020-05-16,149,2020-07-01,"Belgium",100,103,161,2020-05-16,2020-07-13
2020-07-02,111.327763267462,8.9457202149632,91.3407839112407,133.645901260199,97.0914195510383,126.547327534887,100.251429200213,122.928213790364,1.16673838176092,0.046514468527886,1.05448528900325,1.2814678604193,1.09024360407899,1.24290419173418,1.10895265769941,1.22443764755645,0.999333333333333,103,2020-05-16,149,2020-07-01,"Belgium",135,103,161,2020-05-16,2020-07-13
2020-07-03,118.820248899344,9.49001830775014,97.9741071809898,142.496053196262,103.750473765531,135.03055702138,106.970022818391,131.195414564599,1.19410605269918,0.0473625205761567,1.08029359532337,1.31391129698236,1.11708683383603,1.27215732967955,1.13589423400366,1.25309647092257,0.999833333333333,103,2020-05-16,149,2020-07-01,"Belgium",93,103,161,2020-05-16,2020-07-13
2020-07-04,127.649793361042,10.1369394914599,105.621442478164,152.658907081205,111.649155920743,144.797286230234,114.855523781792,140.801049091108,1.22172499391214,0.0483018949091466,1.10768964999944,1.34702351238356,1.14424452034667,1.30139953041381,1.16231225982566,1.28124014839492,1,103,2020-05-16,149,2020-07-01,"Belgium",94,103,161,2020-05-16,2020-07-13
2020-07-05,137.966407762387,10.9034175273223,114.217389974761,165.352375897078,120.86825077079,156.46423038795,124.242531741066,152.072522107852,1.24890954510048,0.0492079609321104,1.13501902950546,1.37941545253953,1.17138341216868,1.33045223620576,1.18870950445757,1.31004283039283,1,103,2020-05-16,149,2020-07-01,"Belgium",64,103,161,2020-05-16,2020-07-13
2020-07-06,149.923621005779,11.8020743224593,124.398879745045,179.496375486951,131.33272929473,170.036835163924,135.079907201665,165.053260500071,1.27495480074891,0.0499741644131379,1.16003033154122,1.40797319669423,1.19585006492334,1.35860767740077,1.2145973088117,1.33767695856607,1,103,2020-05-16,149,2020-07-01,"Belgium",24,103,161,2020-05-16,2020-07-13
2020-07-07,163.673615643022,12.8401996516368,136.339621587764,195.8736983672,143.348696964879,185.410579707146,147.596589529991,180.104015633918,1.29917487117654,0.0505434926207006,1.18347516535547,1.43224751349843,1.22040263534374,1.38516282823577,1.23851651534512,1.36306076435843,1,103,2020-05-16,149,2020-07-01,"Belgium",112,103,161,2020-05-16,2020-07-13
2020-07-08,179.360389382208,14.0213765195584,149.218792008817,215.029185533759,157.302189021011,203.136917012742,162.00698578129,197.511460833513,1.32093610537482,0.0509194894141499,1.20393769836802,1.45476606628374,1.24225036642737,1.4073711288813,1.25928274586505,1.38564822919319,1,103,2020-05-16,149,2020-07-01,"Belgium",99,103,161,2020-05-16,2020-07-13
2020-07-09,197.110578371852,15.3497706689179,164.343949456014,236.439659305248,172.987509002521,223.421193108901,177.921108535076,217.040732819025,1.33968189657988,0.0511575990545362,1.22270190021455,1.4731540688725,1.26085975511599,1.42697082803678,1.27793700339142,1.40434617848102,1,103,2020-05-16,149,2020-07-01,"Belgium",137,103,161,2020-05-16,2020-07-13
2020-07-10,217.021564037732,16.8344625581682,180.795963198121,259.877171796648,190.814183162474,245.998804375812,196.04291883636,238.959703823658,1.35494746445082,0.0513250240375301,1.23777465835246,1.48559073677957,1.27437583178362,1.44268584845802,1.29276996422526,1.41996854793829,1,103,2020-05-16,149,2020-07-01,"Belgium",124,103,161,2020-05-16,2020-07-13
2020-07-11,239.146490530583,18.4874491474691,199.517278738215,286.54072276456,210.338708238318,270.776190412798,216.233376842046,263.38195848438,1.36636541494719,0.051446727877286,1.25011127744976,1.49685342761255,1.28424110762037,1.45420263049122,1.30399288812434,1.43186875851289,1,103,2020-05-16,149,2020-07-01,"Belgium",127,103,161,2020-05-16,2020-07-13
2020-07-12,263.476269326612,20.3135708195016,220.254498922091,315.089495623185,232.004369708974,298.449809526975,238.422495405352,290.108781194466,1.37366517638705,0.0514923451850921,1.25460244373765,1.50346808818975,1.29208925867582,1.46071444814665,1.31018111039376,1.43842473571379,1,103,2020-05-16,149,2020-07-01,"Belgium",62,103,161,2020-05-16,2020-07-13
2020-07-13,289.919711849679,22.3014856647197,241.609368388827,346.695613046113,255.31485962741,328.727832475798,262.612460532647,319.163910444094,1.37666995628765,0.0514174443366199,1.2546670957696,1.50620796094259,1.29489629784608,1.46333285796232,1.31343798907117,1.44142782740761,1,103,2020-05-16,149,2020-07-01,"Belgium",43,103,161,2020-05-16,2020-07-13
2020-07-14,318.284047149056,24.42548301508,264.915249941827,380.242339428328,280.366234069538,360.181620022916,288.200379820704,350.606387517292,1.37529383034519,0.0512048691969939,1.25463744150269,1.50390934070781,1.29369960708563,1.46072076698908,1.31221411079337,1.44060948828884,1,103,2020-05-16,149,2020-07-01,"Belgium",224,103,161,2020-05-16,2020-07-13
2020-07-15,348.258744474073,26.6547376891288,289.863725522014,415.896088835032,306.953630432479,393.620143158253,315.338380393401,383.274180638891,1.36954067111401,0.0508726032694312,1.2522157492756,1.49659425830108,1.28898816185647,1.45396098696704,1.30647115543385,1.43418740968743,1,103,2020-05-16,149,2020-07-01,"Belgium",207,103,161,2020-05-16,2020-07-13
2020-07-16,379.406022076696,28.9594045378584,315.722368718816,453.087547751369,334.135371557471,428.764510465524,343.608763925586,417.385167581853,1.35950598575551,0.0504619912011858,1.24224860212751,1.48603565917616,1.27878041716467,1.44408920110941,1.29784661238729,1.42365609599431,1,103,2020-05-16,149,2020-07-01,"Belgium",260,103,161,2020-05-16,2020-07-13
2020-07-17,411.16182633951,31.3091388704092,343.794028497514,490.471982770619,361.920415934345,464.500698867576,371.9828145024,452.01086853015,1.34538154185287,0.0500114398916662,1.22852163304996,1.4703101059389,1.2651189492346,1.42935932117261,1.28404630677787,1.40853226243417,1,103,2020-05-16,149,2020-07-01,"Belgium",226,103,161,2020-05-16,2020-07-13
2020-07-18,442.850784036327,33.6657151370083,369.821225920679,527.375568160887,390.004228607997,500.129762474558,400.707364685688,486.684135935237,1.32746108866846,0.0495185262002433,1.2120207754475,1.44991023715977,1.24724198256539,1.41091279641393,1.26652472703565,1.38970273995877,1,103,2020-05-16,149,2020-07-01,"Belgium",274,103,161,2020-05-16,2020-07-13
2020-07-19,473.717075422487,35.9734754597581,395.59017035076,565.909638016062,417.82214463486,535.420715922922,428.687000851193,520.603732145072,1.30614382271377,0.0489277189253916,1.19182604762708,1.42709292741164,1.22670113762258,1.38739858426711,1.24523293127108,1.36724866521603,1,103,2020-05-16,149,2020-07-01,"Belgium",130,103,161,2020-05-16,2020-07-13
2020-07-20,502.970369684674,38.1555358982668,420.522048880062,601.599459187945,444.086253259642,568.241141527006,455.927908266238,552.556632625724,1.28193075152939,0.0481777579370331,1.16982514703772,1.40410440899394,1.20356615992365,1.36166153281766,1.22217432470912,1.34213718634015,1,103,2020-05-16,149,2020-07-01,"Belgium",64,103,161,2020-05-16,2020-07-13
2020-07-21,529.842293004732,40.1262357974193,443.679335862764,633.266428634561,468.033993202203,598.597893299849,479.900039190548,581.802094250834,1.25540906688617,0.0472718437680065,1.14549519599416,1.37566259370487,1.17937452543142,1.3328597912808,1.19662775980111,1.31404959507513,1,103,2020-05-16,149,2020-07-01,"Belgium",443,103,161,2020-05-16,2020-07-13
2020-07-22,553.645164022789,41.8173523517749,463.578915753695,659.095653039832,488.796690119134,625.781419369096,502.245426870058,608.356340986799,1.22722275269398,0.0462895025812195,1.12007247505614,1.34521415660753,1.15258379685117,1.30400263137898,1.16953981386823,1.28408416644349,1,103,2020-05-16,149,2020-07-01,"Belgium",145,103,161,2020-05-16,2020-07-13
2020-07-23,573.822802163632,43.1953212403295,481.022121351879,683.612916722654,507.072960559488,648.052778416859,520.170508181691,630.696485215003,1.1980335060217,0.045325039526135,1.09187543720414,1.3134683056321,1.12495079795983,1.27286863807119,1.14188169581388,1.25398217826065,1,103,2020-05-16,149,2020-07-01,"Belgium",553,103,161,2020-05-16,2020-07-13
2020-07-24,589.985212116571,44.2526821483563,495.624012935253,702.539685340867,521.228844677651,665.680932245169,535.048606250172,647.762975155243,1.16848083252637,0.0444257363486243,1.06367143015372,1.28131301791293,1.097162183918,1.24194413253396,1.1132120629256,1.22370079209687,0.999916666666667,103,2020-05-16,149,2020-07-01,"Belgium",439,103,161,2020-05-16,2020-07-13
2020-07-25,601.924282518371,44.9879130921357,506.781550250556,716.873444757037,531.527173544671,679.125953222987,546.242848211803,659.849972897961,1.13915018235231,0.0435877051186997,1.03459747756429,1.24623465745179,1.06866380270845,1.2109184927104,1.08475839690231,1.19320870837722,0.99825,103,2020-05-16,149,2020-07-01,"Belgium",496,103,161,2020-05-16,2020-07-13
2020-07-26,609.612649790916,45.4000135866667,513.505835283717,727.36050527316,538.258082902869,687.08775586854,553.089850980455,668.019690539,1.1105537407567,0.0427927993569098,1.0072640398491,1.21593477999448,1.04018940320715,1.1805689634825,1.05675847936616,1.16346452952722,0.99275,103,2020-05-16,149,2020-07-01,"Belgium",229,103,161,2020-05-16,2020-07-13
2020-07-27,613.189779390191,45.5015859953622,515.833961981779,731.930076342877,541.491448651169,691.270596598717,556.632639963763,670.814082077517,1.08312337236552,0.042043065163504,0.97882296396897,1.18869559779243,1.0141601821109,1.15029734356678,1.02990835813729,1.1344174429074,0.97525,103,2020-05-16,149,2020-07-01,"Belgium",184,103,161,2020-05-16,2020-07-13
2020-07-28,612.938716022421,45.3310923735818,514.744702834214,730.058225998185,541.145518809002,690.131088373656,556.270700607659,670.869563965033,1.05721198386835,0.0413673411211537,0.955958874528201,1.15996169640893,0.989727970497549,1.12402294637473,1.00507102376118,1.10765549484409,0.921916666666667,103,2020-05-16,149,2020-07-01,"Belgium",595,103,161,2020-05-16,2020-07-13
2020-07-29,609.256098264804,44.9493697314604,511.852219685528,722.338313060742,538.234398100643,686.0003431259,552.743878183243,667.366221481168,1.03309913368719,0.0407959935505433,0.93270403140893,1.13094521013167,0.966976792115248,1.09867246374561,0.981813099454679,1.08329913280269,0.799333333333333,103,2020-05-16,149,2020-07-01,"Belgium",685,103,161,2020-05-16,2020-07-13
2020-07-30,602.618060433535,44.4219727223405,506.914183040082,714.317431498638,531.710894484522,678.373057301672,546.887552464553,660.494113688588,1.01099814298118,0.0403253073097366,0.911096065397045,1.10799317223852,0.94498747654808,1.07632072085097,0.959997673871724,1.06121867165113,0.613083333333333,103,2020-05-16,149,2020-07-01,"Belgium",703,103,161,2020-05-16,2020-07-13
2020-07-31,593.545093032186,43.7980907410185,498.328772727701,704.546144818055,523.852472750587,668.521267971183,538.96549037903,650.938657380701,0.991063241216426,0.0399102559750886,0.893555579425812,1.08463884903435,0.926007789376401,1.05595450167233,0.940783729711147,1.04076680050235,0.411833333333333,103,2020-05-16,149,2020-07-01,"Belgium",635,103,161,2020-05-16,2020-07-13
2020-08-01,582.568949203983,43.0991518730813,490.204237378631,691.646831544514,514.514576672469,656.207347500156,528.573461889326,639.13429625357,0.973395416374787,0.0394954481641301,0.877823797181102,1.0671053740118,0.907561207056495,1.03762649307246,0.92395679995921,1.02224857086675,0.242416666666667,103,2020-05-16,149,2020-07-01,"Belgium",684,103,161,2020-05-16,2020-07-13
2020-08-02,570.203974760917,42.323185407878,477.949860024356,677.554522109257,503.611207259873,642.830460436798,517.333062711012,625.171152690492,0.958045803341927,0.0390489047610412,0.86300580278557,1.04996552231562,0.893826725172355,1.02146776939091,0.909082022107785,1.00680263190699,0.132333333333333,103,2020-05-16,149,2020-07-01,"Belgium",309,103,161,2020-05-16,2020-07-13
2020-08-03,556.924319859535,41.4589226921361,465.91308908465,661.800869550341,491.392919967904,628.014398273722,505.345702171364,610.345412743398,0.945016876839208,0.0385729630986462,0.850133557183432,1.04012203263217,0.881855611237134,1.00753614892476,0.897311243696223,0.993147114908314,0.0713333333333333,103,2020-05-16,149,2020-07-01,"Belgium",148,103,161,2020-05-16,2020-07-13
2020-08-04,543.147918088813,40.5010969266809,454.952039648505,644.525378745555,479.015064249362,612.51656730793,493.028878874365,595.460198532682,0.934263316343929,0.0381016523013957,0.84135202142212,1.0273721215272,0.872567756851843,0.996483670132625,0.887202673009202,0.982011120653815,0.04075,103,2020-05-16,149,2020-07-01,"Belgium",794,103,161,2020-05-16,2020-07-13
2020-08-05,529.227654310093,39.4623178878497,442.900617657103,627.693038844578,466.697753340078,597.391909374958,480.210465830531,580.364184799907,0.925694639019204,0.0376952137688073,0.836022533999698,1.01934019920779,0.865471576341158,0.98731579074494,0.879171579213869,0.972988403791142,0.0256666666666667,103,2020-05-16,149,2020-07-01,"Belgium",813,103,161,2020-05-16,2020-07-13
2020-08-06,515.449492865814,38.3787160430303,431.654190255614,609.620027483867,455.290917470033,581.463973276446,467.759592449443,565.429626959102,0.919180993912825,0.0374262167903504,0.832189768748608,1.01279981866523,0.860246982969852,0.981325526654376,0.873525814811165,0.966642825114378,0.0204166666666667,103,2020-05-16,149,2020-07-01,"Belgium",767,103,161,2020-05-16,2020-07-13
2020-08-07,502.036704627421,37.3058990429505,420.671477304811,595.685915085591,443.030970647842,565.913472276347,456.20200509035,550.767718674271,0.914562970173619,0.0373458611329356,0.829512201687852,1.01074839690228,0.855918382044477,0.977535519051343,0.869387723933915,0.961710659442594,0.0170833333333333,103,2020-05-16,149,2020-07-01,"Belgium",769,103,161,2020-05-16,2020-07-13
2020-08-08,489.158950160437,36.3018031223632,411.37054325674,581.178407857374,432.271991792105,551.660525261026,444.520726963277,536.31056720003,0.911666013649483,0.0374480255516355,0.828245212672447,1.00913739903841,0.853713035066555,0.975610259862824,0.866366165257692,0.959392390222841,0.0156666666666667,103,2020-05-16,149,2020-07-01,"Belgium",771,103,161,2020-05-16,2020-07-13
2020-08-09,476.944911351861,35.4056806814471,401.690007787912,567.989258938638,421.687900124293,537.885786233849,433.534433331167,522.746693972865,0.910318943745294,0.0376853656320237,0.828420191118026,1.00966239249979,0.851583225378155,0.975392522635897,0.864562440216394,0.958677150511556,0.0149166666666667,103,2020-05-16,149,2020-07-01,"Belgium",304,103,161,2020-05-16,2020-07-13
2020-08-10,465.496918695302,34.6361513671312,392.716146034649,557.634506629139,411.781036707334,524.810701678202,422.993777174593,510.407550851553,0.910373404212689,0.0380136456406386,0.828605739324996,1.01218612506581,0.851519212503029,0.975723680258703,0.864047619168684,0.959291179831118,0.0163333333333333,103,2020-05-16,149,2020-07-01,"Belgium",122,103,161,2020-05-16,2020-07-13
2020-08-11,454.905137343118,34.0014302310193,383.654318906295,546.165634121486,402.688487177349,512.912738547317,413.51465167976,498.880577731371,0.91171993014609,0.0383690052066676,0.829106049601715,1.01417063627937,0.852730538045256,0.977812894421321,0.865095834417799,0.96126081652954,0.0188333333333333,103,2020-05-16,149,2020-07-01,"Belgium",873,103,161,2020-05-16,2020-07-13
2020-08-12,445.259016493236,33.4895101054721,374.89858194387,534.368113353251,394.17837511908,502.622690455745,404.214521344715,488.534174131241,0.914299074252625,0.0386350457872176,0.83096623856616,1.01821726304241,0.854727694415747,0.980366844386913,0.867748648137134,0.963861557436232,0.0214166666666667,103,2020-05-16,149,2020-07-01,"Belgium",718,103,161,2020-05-16,2020-07-13
2020-08-13,436.655981533971,33.0571109251663,367.41115546557,525.095553174994,386.029792625515,493.096139266769,396.261133942364,479.403118976953,0.918107994410172,0.0386988794124232,0.832039603061733,1.02206877114615,0.858655163421593,0.983726783220701,0.871384781033603,0.967002373779702,0.0255,103,2020-05-16,149,2020-07-01,"Belgium",609,103,161,2020-05-16,2020-07-13
2020-08-14,429.20858907153,32.6494192436221,360.291915664763,516.393459525308,379.056415056279,485.135896896894,389.276676824435,471.411767556703,0.92320152545838,0.0385366804245064,0.834406350043793,1.02503313135568,0.862963453297333,0.988544121832859,0.876723168448487,0.971928558511274,0.0294166666666667,103,2020-05-16,149,2020-07-01,"Belgium",669,103,161,2020-05-16,2020-07-13
2020-08-15,423.05026956399,32.233458130683,355.877999472237,508.319310350894,373.58133524416,478.692676725351,383.450971419817,464.858822699192,0.929686318622386,0.0382478798725626,0.842135999163438,1.0305579747061,0.868827803860978,0.994651633052596,0.883834370107809,0.978051315818353,0.0383333333333333,103,2020-05-16,149,2020-07-01,"Belgium",587,103,161,2020-05-16,2020-07-13
2020-08-16,418.339102066009,31.8192757339613,352.088635840271,501.495431336667,369.11566454724,473.348316835502,379.003681302634,459.676728931082,0.937708549766092,0.0380257312012887,0.850368464453034,1.0331849252239,0.876281505621114,1.00194273618645,0.891234479043254,0.985604015230109,0.0539166666666667,103,2020-05-16,149,2020-07-01,"Belgium",163,103,161,2020-05-16,2020-07-13
2020-08-17,415.259624610496,31.4612629028566,348.858722163701,496.654362806247,366.416187018164,470.050753484434,376.552343362925,456.042266881807,0.94743761778584,0.0380772554522218,0.857862946016517,1.03989898720887,0.885089127930097,1.01113818276639,0.900376775216801,0.995342818956701,0.0821666666666667,103,2020-05-16,149,2020-07-01,"Belgium",132,103,161,2020-05-16,2020-07-13
2020-08-18,414.023390935551,31.2424313417376,347.324691259982,492.979621672272,365.614755496661,468.142839134759,375.245765754458,454.505622501959,0.959048763888884,0.0385282112625064,0.866120560393508,1.0519149167416,0.895655615470182,1.02177345260135,0.910834484348791,1.00737805575068,0.135583333333333,103,2020-05-16,149,2020-07-01,"Belgium",707,103,161,2020-05-16,2020-07-13
2020-08-19,414.869254256456,31.2507844372987,347.429854343507,495.177495605551,366.100455354019,468.205339652991,375.680031193079,455.636484580972,0.972706279819331,0.0393719000060825,0.876494848094475,1.06661795613169,0.908062785881654,1.03628717021313,0.922995541663357,1.02167619592476,0.239083333333333,103,2020-05-16,149,2020-07-01,"Belgium",725,103,161,2020-05-16,2020-07-13
2020-08-20,418.064066894315,31.5580547966639,350.667017569343,498.128155809968,368.670290135664,471.651355869531,378.763350178247,458.805471803883,0.988546729945253,0.0404857985812909,0.88843298068384,1.08112030326565,0.92107417233681,1.05307045257001,0.937000590392198,1.03903717450496,0.39475,103,2020-05-16,149,2020-07-01,"Belgium",612,103,161,2020-05-16,2020-07-13
